# Estimated CEFR levels — OURS, not a published wordlist.
#
# Produced 2026-07-26 by independent raters over the cards that carry no
# published level and sit at zipf >= 3.0. Calibrated first against 420 cards
# that DO carry one (six raters, blind): 38 % exact, 91 % within one step,
# 91 % on the 'core vocabulary or beyond' boundary — against 26 / 76 / 71 %
# for deriving the level from frequency, the rule `info/PLANS.md` pt.3
# measured and rejected.
#
# Read that shape before using this file. The exact step is weak and the
# raters lean about a third of a level EASY. What is strong is the one
# boundary an official list attests, and on the Goethe half of the sample
# the estimate never once called a word 'core' that the list placed above.
#
# Per-level precision on words absent from the Goethe list (n=235): a1 83 %,
# a2 73 %, b2 39 %, c2 36 %, c1 26 %, b1 13 %. `b1` is the dumping ground.
#
# Consumed by vocab/levels.py into `cards.level_est` — never into `level`,
# and never into `band`, which picks one of 15 hand-painted brushes.
#
# lemma	level	conf
Ion	b2	low
Iris	b2	low
Irrer	b1	high
Irrsinn	b1	high
Irrtum	b1	high
Islamisierung	b2	low
Islamist	b2	low
Isolation	b1	high
Isolierung	b1	high
Ist-Kosten	c1	high
Ist-Wert	c1	low
Ist-Zustand	b2	low
It-Girl	b2	low
Italienisch	a1	high
Ja-Nein-Frage	a2	high
Jackpot	b1	high
Jagd	b1	low
Jaguar	a2	low
Jahrbuch	b1	high
Jahresabschluss	b2	low
Jahresbeginn	a2	high
Jahresbericht	b1	high
Jahresende	a2	high
Jahreshälfte	b1	high
Jahrestag	a2	high
Jahrestagung	b1	high
Jahreswechsel	b1	medium
Jahreszahl	a2	high
Jahrgang	b1	high
Jahrhundert	a1	high
Jahrhundertwende	b2	high
Jahrtausend	b1	low
Jahrtausendwende	b1	high
Jahrzehnt	b1	low
Jammer	b2	high
Jammern	b1	low
Japaner	a1	high
Jargon	b1	high
Jasmin	a2	low
Jazz	a2	high
Jazz-Beerdigung	b2	low
Jazz-Combo	b1	low
Jean	b1	low
Jeans-Jacke	a2	high
Jenseits	c1	low
Jersey	b1	high
Jerusalem-Syndrom	c2	low
Jet	a2	high
Jet-Set	b2	low
Jobcenter	b1	high
Jobsuche	b1	high
Joch	b2	low
Jod	a2	high
Jogger	a2	high
Jogginghose	a2	high
Joghurt	a1	high
Joint	b1	high
Joint-venture	b2	low
Jojo	a1	high
Jojo-Effekt	b1	high
Joke	a2	low
Joker	a2	low
Journal	b1	low
Journalismus	b1	high
Jubel	b1	low
Jubiläum	a2	high
Jude	b1	low
Judentum	b1	high
Jugendhilfe	b2	low
Jugendlicher	b1	high
Jugendorganisation	b1	low
Jugendschutz	b1	high
Jugendstil	b2	low
Jugendzeit	b1	low
Jugendzentrum	a2	high
Junges	b1	high
Jungfrau	b2	low
Junior	b1	low
Junker	c2	low
Junkie	b2	low
Junta	b2	high
Jura-Studium	b1	low
Jurist	b1	high
Juristin	b1	low
Justizminister	b1	high
Justizvollzugsanstalt	c1	high
Juwel	b1	low
Juwelier	a2	high
Jäger	b1	low
Jüngste	b1	low
Jüngster	a2	high
K.-o.-Niederlage	c1	low
K.-o.-Sieg	b2	low
K.-o.-System	b2	low
K.-o.-Tropfen	b2	high
KI-Algorithmus	b2	high
KI-Firma	b1	low
KI-Inhalt	b2	high
KI-Modell	b2	high
KI-Video	b2	low
KI-basiert	b2	high
KI-generiert	b1	high
KI-gestützt	b2	high
KI-Ära	b1	high
KZ-Gedenkstätte	b1	medium
KZ-Kommandant	b2	low
KZ-Nummer	c1	low
Kabarett	b1	low
Kabarettist	b2	low
Kader	b1	low
Kaff	b2	low
Kaffee-Ernte	b1	low
Kaffee-Ersatz	b1	low
Kaffee-Export	b1	high
Kaffee-Extrakt	b1	high
Kahn	b1	high
Kai	b1	low
Kaiser	a2	high
Kaiserin	b2	high
Kaiserreich	b1	high
Kaiserschnitt	b1	high
Kaiserzeit	b1	high
Kajak	b1	high
Kaktus	a2	high
Kalb	a2	high
Kalenderjahr	a2	high
Kaliber	b1	high
Kalium	c1	high
Kalk	b1	high
Kalkstein	b1	low
Kalkulation	b2	high
Kalkül	c1	high
Kam-Tai-Sprache	c2	high
Kamel	a1	high
Kameradschaft	b1	high
Kameramann	b1	high
Kamin	b1	low
Kamm	a2	high
Kampagne	b2	high
Kampfhandlungen	b1	low
Kampfkunst	b1	high
Kampfsport	b1	high
Kanadier	a2	medium
Kandidatin	a2	high
Kandidatur	b1	high
Kaninchen	a2	high
Kanister	a2	high
Kanon	b2	high
Kante	a2	low
Kanton	b1	low
Kantor	b2	medium
Kanu	a2	high
Kanzel	b2	high
Kanzlei	b2	low
Kap	b1	low
Kapazität	b2	high
Kapelle	b1	low
Kapital	b2	low
Kapitalanlage	b2	high
Kapitalerhöhung	c1	high
Kapitalmarkt	c1	high
Kapitulation	b1	low
Kapitän	a2	high
Kaplan	b2	low
Kappe	a2	high
Kapsel	b1	high
Kapuze	a2	high
Karaoke	a2	high
Karat	b2	low
Karate	a2	high
Karawane	b1	high
Kardiologie	c1	high
Karfreitag	b1	high
Karies	b1	high
Karikatur	b1	high
Karma	b1	high
Karo	a2	high
Karosserie	b1	high
Karpfen	a2	high
Karre	b1	low
Karren	a2	low
Karriereende	b1	low
Kartell	b2	high
Kartenspiel	a1	high
Kartoffelsalat	a1	high
Karton	a2	high
Karussell	a2	high
Kaserne	b1	high
Kasino	b1	high
Kasseler	b1	high
Kassierer	a2	high
Kassiererin	a1	high
Katakomben	b2	low
Katalysator	b1	high
Katastrophenschutz	b2	high
Katechismus	c1	low
Kategorie	b1	high
Kater	a2	low
Kath	c2	low
Kathedrale	a2	high
Katholik	b1	high
Katholizismus	b1	low
Katz-und-Maus-Spiel	b1	medium
Katzenfutter	a1	high
Kauen	a2	high
Kauf-Nix-Tag	c1	low
Kaufmann	b1	high
Kaufpreis	b1	low
Kaufvertrag	b1	low
Kaugummi	a1	high
Kautschuk	b1	high
Kavallerie	c1	medium
Kaviar	b1	high
Kegel	b1	high
Kehle	a2	high
Kehre	b1	low
Kehrseite	b2	high
Kehrtwende	b2	high
Keil	b1	high
Keim	b1	low
Keks	a1	high
Kelch	b2	medium
Kelle	b1	low
Kelten	b2	low
Kenner	b1	high
Kenntnis	b1	high
Kenntnisstand	b2	high
Kennzahlen	c1	low
Kennzeichnung	b2	high
Keramik	b1	low
Kerbe	b1	high
Kerker	c1	high
Kerlchen	b1	high
Kern	b1	high
Kernel	c1	high
Kernenergie	b1	high
Kernstadt	b2	low
Kernstück	b1	low
Kessel	a2	high
Ketchup	a1	high
Kettensäge	a2	high
Ketzer	c1	low
Keule	a2	medium
Key-Visual	c2	low
Kfz-Kennzeichen	b1	low
Kfz-Werkstatt	a2	low
Kicker	b1	high
Kiefer	a2	medium
Kies	b1	high
Kiez	b1	low
Kiffen	b1	low
Kiffer	b1	medium
Killer	b1	low
Kilo	a1	high
Kilogramm	a1	high
Kilometer	a1	high
Kinderarbeit	b1	high
Kinderarzt	a2	high
Kinderbetreuung	b1	high
Kinderbuch	a1	high
Kindergeld	b1	low
Kinderheim	a2	high
Kinderklinik	a2	high
Kinderschänder	b1	high
Kindertagesstätte	b1	low
Kinderwagen	a2	medium
Kinderwunsch	b1	high
Kinderzimmer	a1	high
Kindesalter	b1	low
Kindesmissbrauch	b2	high
Kinn	a1	high
Kinofilm	a1	high
Kinostart	a2	high
Kippe	b1	high
Kirchengemeinde	b1	high
Kirchengeschichte	c1	high
Kirchenkreis	b2	high
Kirchenmusik	b1	low
Kirchensteuer	b2	low
Kirchturm	a2	high
Kirmes	b1	low
Kirsch	b1	low
Kirschbaum	a1	high
Kit	b2	low
Kita	a2	high
Kitsch	b1	high
Kittel	b1	high
Kiwi	a1	high
Klamotten	b1	high
Klan	b1	low
Klang	b1	high
Klappe	b1	low
Klarer	c1	low
Klarheit	b2	low
Klarstellung	b2	high
Klassenerhalt	c2	low
Klassenfahrt	a2	high
Klassenkampf	b2	high
Klassenraum	a2	high
Klassentreffen	b1	high
Klassifikation	b2	high
Klatsch	b1	high
Klatsche	b1	high
Klaue	b1	low
Klauen	b1	low
Klausel	c1	medium
Klebeband	a2	high
Klebstoff	a2	high
Klee	a2	high
Kleeblatt	a2	high
Kleidungsstück	a2	high
Klein-Klein	b2	low
Kleine	b1	low
Kleiner	b1	low
Kleinigkeit	a2	high
Kleinkind	a2	high
Kleinod	c1	high
Kleinstadt	a2	high
Kleinwagen	a2	high
Klempner	a2	high
Kleriker	b2	low
Klerus	c1	high
Klick	a2	high
Klicken	a2	high
Klient	b1	low
Klientel	b2	high
Klima-Kleber	b1	high
Klimapolitik	b2	high
Klimaschutz	b1	high
Klimawandel	b1	high
Klinge	b1	low
Klingeln	a2	low
Klinikum	b1	low
Klinke	a2	high
Klippe	b1	low
Klischee	b2	high
Klitoris	b1	high
Klon	b1	low
Klopapier	a1	high
Kloster	a2	medium
Klosterkirche	b1	low
Kluft	b2	medium
Klugheit	b1	high
Klugscheißer	b1	low
Klumpen	b1	high
Kläger	c1	low
Klägerin	c1	low
Kläranlage	b2	high
Klärung	b2	low
Knabe	c1	medium
Knacken	b1	high
Knackpunkt	b2	low
Knall	a2	high
Knaller	b1	low
Knappheit	b2	high
Knarre	b1	high
Knauf	b1	high
Knecht	b2	low
Knechtschaft	c1	high
Knete	b1	high
Knick	b1	high
Knochenmark	b1	high
Knopfdruck	b1	high
Know-how	b1	high
Knöchel	a2	high
Knöllchen	b1	high
Knüppel	b1	high
Ko-Trainer	b1	high
Ko-Trainerin	b2	low
Koalitionspartner	b2	medium
Koalitionsvertrag	b2	high
Kobold	b2	low
Kochbuch	a1	high
Kocher	a2	high
Kodex	b2	high
Kofferraum	a2	high
Kohl	a2	low
Kohlendioxid	b2	high
Kohlenhydrate	b1	high
Kohlenstoff	b1	high
Kohlensäure	b1	low
Kokain	b1	high
Kokosnuss	a1	high
Koks	b2	low
Kollaboration	c1	high
Kollaps	b2	high
Kollegium	b1	low
Kollektiv	b2	high
Koller	b2	high
Kollision	b1	high
Kolloquium	b2	high
Kolonialismus	b2	high
Kolonie	b2	low
Kolonne	b1	low
Kolumne	b1	low
Kolumnist	b1	high
Koma	b1	low
Komet	a2	high
Komfort	b1	high
Komik	b1	high
Komiker	a2	high
Komma	a1	high
Kommandant	b2	high
Kommandeur	b2	low
Kommentar	b1	high
Kommentator	b1	high
Kommerz	b2	low
Kommissar	b1	high
Kommissarin	b1	high
Kommission	b2	high
Kommode	a2	high
Kommunalpolitiker	b1	low
Kommunalwahlen	b1	high
Kommune	b1	high
Kommunion	b1	high
Kommunismus	b1	low
Kommunist	b1	high
Kompanie	b2	low
Kompass	a2	high
Kompatibilität	b2	high
Kompaß	a2	high
Kompensation	b2	high
Kompliment	a2	high
Komplize	b1	low
Komplott	b2	high
Komponist	b1	high
Komposition	b2	high
Kompost	b1	high
Kompression	b1	high
Kompromiss	b1	high
Komödie	a2	high
Kondition	b1	high
Konditorei	a2	high
Kondom	b1	high
Konfession	b2	high
Konfiguration	b2	high
Konfirmation	c1	high
Konfrontation	b2	low
Kongress	b1	high
Konjunktiv	b1	high
Konkurrent	b1	high
Konkurrenzkampf	b1	low
Konsens	b2	high
Konsequenz	b2	low
Konservativer	b1	high
Konservatorium	b2	high
Konserven	a2	high
Konsistenz	b2	medium
Konsole	b1	high
Konsorten	c1	low
Konsortium	b2	high
Konstante	b2	high
Konstellation	b2	low
Konstrukt	c1	high
Konstrukteur	b1	low
Konsument	b1	high
Kontaktdaten	a2	high
Kontaktlinsen	a2	high
Konter	b1	low
Kontext	b1	high
Kontinent	b1	low
Kontingent	b2	high
Kontinuität	b2	high
Kontostand	b1	low
Kontrakt	b2	high
Kontrast	b2	low
Kontroll-Liste	a2	high
Konvent	c1	high
Konvention	b2	high
Konvergenz	c1	high
Konversation	b1	medium
Konversion	b2	high
Konzentrationslager	b1	low
Konzept	b1	high
Konzerthaus	b1	high
Konzertsaal	a2	high
Konzession	b2	high
Kooperation	b1	high
Kooperationspartner	b1	high
Kooperative	b2	high
Koordination	b1	high
Koordinator	b1	high
Koordinierung	b2	high
Kopf-an-Kopf-Rennen	b1	high
Kopfball	b1	high
Kopfbedeckung	a2	high
Kopfhaut	a2	high
Kopfhörer	a1	high
Kopfkissen	a2	high
Kopfschütteln	b1	medium
Kopftuch	b1	low
Korallen	b1	high
Koran	b1	low
Koreanisch	a1	high
Korken	a2	high
Korn	a2	medium
Korpus	c1	high
Korrektheit	b1	high
Korrektur	b1	high
Korrespondent	b1	high
Korrespondenz	b2	high
Korrosion	b2	low
Kosmos	b2	high
Kost	b1	high
Kosten-Nutzen-Verhältnis	b2	high
Kostprobe	b1	low
Kot	b1	low
Kotflügel	b1	low
Kotze	b1	low
Krach	b1	low
Kraftfahrer	b1	high
Kraftstoff	b1	medium
Kraftstoff-Luft-Gemisch	c2	high
Krafttraining	b1	high
Kragen	a2	high
Kram	b1	low
Krampf	b1	high
Kran	b1	medium
Krankenpflege	b1	low
Krankenversicherung	b1	high
Kranker	b1	high
Krankheitserreger	b2	high
Kranz	b1	high
Krapfen	a2	high
Kratzen	b1	low
Kratzer	b1	low
Krause	b2	low
Kraut	a2	low
Krawall	b2	high
Krawatte	a2	high
Kreation	b2	high
Kreativität	b1	high
Kreatur	b1	high
Krebs	b1	high
Krebserkrankung	b2	high
Kreditinstitut	b2	high
Kreischen	b2	low
Kreisel	a2	medium
Kreislauf	b1	high
Kreissparkasse	b1	low
Kreisstadt	b2	low
Kreisverband	c1	low
Kreisverkehr	a2	high
Kreuzer	c2	medium
Kreuzfahrt	b1	low
Kreuzfahrtschiff	b1	high
Kreuzzug	b2	high
Kribbeln	b1	low
Krieger	b1	low
Kriegsende	a2	medium
Kriegserklärung	b2	high
Kriegsführung	b2	low
Kriegsgefangene	b2	high
Kriegsverbrechen	b2	high
Krimi-Manuskript	b1	high
Kriminalpolizei	b1	high
Krimineller	b1	low
Kristall	b1	medium
Kriterium	b2	high
Kritikpunkt	b1	high
Krokodil	a1	high
Krone	a2	low
Kronleuchter	b1	low
Krug	b1	high
Kruste	a2	high
Krähe	a2	high
Kröte	a2	low
Krümel	a2	high
Kubikmeter	b1	high
Kugel	a2	high
Kugelstoßen	b1	low
Kuh	a1	high
Kulisse	b2	low
Kulturgut	b2	high
Kulturhaus	a2	high
Kulturkreis	b2	high
Kulturlandschaft	b2	high
Kulturpolitik	b1	high
Kulturzentrum	b1	high
Kumpel	b1	high
Kundendaten	b2	high
Kundendienst	b1	high
Kundenservice	b1	low
Kundgebung	b2	high
Kung-Fu-Film	a2	high
Kunstakademie	b1	high
Kunstausstellung	b1	low
Kunstform	b1	high
Kunstgeschichte	b1	low
Kunsthalle	b1	high
Kunsthandwerk	b1	high
Kunsthistoriker	b1	high
Kunsthändler	b1	low
Kunstsammlung	a2	high
Kunstschule	a2	high
Kunststück	b1	high
Kunstwerk	b1	high
Kuppel	b2	high
Kupplung	b2	low
Kur	b1	medium
Kurator	b2	low
Kurhaus	b2	medium
Kurpark	b1	low
Kurswechsel	b2	high
Kurzer	b2	low
Kurzfassung	b1	low
Kurzfilm	a2	high
Kurzgeschichte	b1	high
Kurzschluss	b1	high
Kurzurlaub	a2	high
Kutscher	b1	low
Käfer	a2	high
Käfig	a2	high
Kämpfen	b1	low
Kämpfer	b1	high
Kätzchen	a1	high
Köder	b1	high
Kölner	a2	low
Königreich	b1	low
Königshaus	b1	high
Köpfchen	b1	high
Körperbau	b1	low
Körpergewicht	a2	high
Körpergröße	a2	high
Körperpflege	b1	high
Körperschaft	c1	high
Körpersprache	b1	high
Körperteil	a1	high
Körpertemperatur	a2	high
Körperverletzung	b2	high
Köter	b1	high
Kübel	a2	high
Küchenchef	b1	high
Küchentisch	a1	high
Kühle	b1	low
Kühlung	b1	medium
Küken	a2	high
Kümmel	b1	high
Kündigungsfrist	b2	high
Kür	c1	low
Kürbis	a2	high
Kürze	b2	low
Kürzel	b1	high
Kürzung	b2	high
Küsschen	a2	high
Küstenwache	b1	medium
Küster	c1	high
Küßchen	a2	high
LAN-Party	b1	low
LCD-Fernseher	a2	high
LGBT-Aktivist	b1	low
LSD-Trip	b2	low
Labyrinth	b1	high
Lache	b1	low
Lacher	b2	medium
Lack	a2	high
Lade	c1	low
Ladekabel	a1	high
Ladung	b1	low
Lagerfeuer	a2	high
Lagerhalle	b1	high
Lagerhaus	a2	high
Lagerraum	a2	high
Lagerung	b1	low
Lagune	a2	low
Laken	a2	high
Lama	a2	high
Lamm	a2	high
Landbevölkerung	b1	high
Landebahn	b1	high
Landesbank	c1	high
Landesebene	b2	high
Landesgartenschau	c1	high
Landesgrenze	a2	high
Landeshauptstadt	b1	low
Landeskirche	c1	low
Landeskunde	b1	high
Landesliga	b1	low
Landesliste	c1	low
Landesmeister	b1	low
Landesrat	b2	medium
Landesregierung	b1	low
Landessprache	b1	low
Landesverteidigung	b2	high
Landkreis	b1	medium
Landratsamt	b1	low
Landsmann	b2	high
Landstraße	b1	low
Landtagsabgeordnete	b2	high
Landtagsfraktion	c1	high
Landtagswahl	b2	high
Landwirt	b1	high
Langlauf	b1	high
Langweile	a2	high
Lanze	b1	high
Lappen	b1	low
Laptop	a1	high
Larve	b1	high
Lasagne	a1	high
Laser	b1	low
Last	b1	low
Lastwagen	a2	medium
Late-Night-Show	b1	high
Latein	b1	high
Laterne	a2	high
Latex	b1	high
Latte	b1	low
Laube	b1	low
Lauch	a2	high
Laudatio	c1	high
Lauf	a2	high
Lauf-ABC	b2	medium
Laufband	a2	high
Laufsteg	b1	low
Laufzeit	b2	high
Launch	b1	low
Laut-Buchstaben-Zuordnung	c1	low
Laute	c2	low
Lautstärke	b1	high
Lawine	b1	high
Layout	b1	low
Lazarett	c1	high
Leasing	b1	high
Lebender	b2	low
Lebendigkeit	b2	high
Lebensabend	b2	high
Lebensabschnitt	b1	high
Lebensalter	b1	high
Lebensart	b1	high
Lebensbedingungen	b2	medium
Lebensdauer	b1	low
Lebensende	b1	high
Lebenserfahrung	b1	low
Lebensform	b1	low
Lebensfreude	b1	low
Lebensführung	b2	high
Lebensgefahr	b1	medium
Lebensgefährtin	b1	high
Lebensgefühl	b2	high
Lebensgeschichte	b1	medium
Lebenshaltungskosten	b1	high
Lebenskraft	b1	low
Lebensmittelindustrie	b2	high
Lebenspartner	b1	high
Lebensqualität	b2	high
Lebensraum	b2	high
Lebenssituation	b1	high
Lebensstil	b1	high
Lebensumstände	b1	low
Lebensverhältnisse	b2	high
Lebensversicherung	b1	high
Lebensweg	b2	high
Lebensweise	b1	high
Lebenswelt	c1	low
Lebenswerk	b2	low
Lebenszeichen	b1	high
Lebenszeit	b1	low
Leber	a2	high
Leberwurst	a2	high
Lebewesen	b1	low
Leck	b1	low
Leckerbissen	b1	low
Leere	b1	high
Leerlauf	b2	high
Leerstand	b2	high
Leerzeichen	a2	high
Legalisierung	b2	high
Legende	b1	low
Leggings	a1	high
Legierung	b2	high
Legion	b2	low
Legislaturperiode	c1	low
Lehm	b1	high
Lehne	a2	medium
Lehramt	b1	low
Lehrbuch	a2	high
Lehrer-Schüler-Verhältnis	b1	high
Lehrgang	b1	high
Lehrmeister	b1	low
Lehrplan	b1	high
Lehrstuhl	c1	low
Leib-Seele-Problem	c1	low
Leibwächter	b1	high
Leichnam	b1	low
Leichtathletik	b1	low
Leichtigkeit	b1	low
Leidenschaft	b1	high
Leihe	b1	high
Leim	a2	high
Leinen	a2	medium
Leiste	b1	high
Leistungsfähigkeit	b2	high
Leistungssport	b1	high
Leistungssteigerung	b1	high
Leistungsträger	b2	low
Leitartikel	b2	high
Leitbild	b2	high
Leiterin	b1	high
Leitfaden	b1	high
Leitlinie	b2	high
Leitmotiv	c1	high
Leitstelle	b2	high
Leitungswasser	a2	high
Lektion	a2	high
Lektor	b1	low
Lektüre	b1	low
Lenker	b1	low
Lenkrad	a2	high
Lenkung	b2	high
Leopard	a1	high
Lernende	b1	high
Lerner	b1	low
Lernprozess	b1	high
Lesart	b2	high
Lesbarkeit	b2	high
Lesbe	b1	high
Lese	c1	low
Leseprobe	b1	high
Leserbrief	b1	low
Leserin	b1	high
Leserschaft	b2	high
Lesezeichen	a2	high
Lesung	b2	high
Letzter	a2	high
Letztes	b1	low
Leuchte	a2	low
Leuchter	b1	high
Leuchtturm	a2	high
Leugnen	b2	medium
Leukämie	b2	high
Leutnant	b1	high
Level	b1	low
Ley-Linie	c1	low
Liane	b2	high
Liberaler	b1	medium
Liberalisierung	b2	high
Liberalismus	b2	high
Libido	b2	low
Lichtblick	b2	high
Lichtgeschwindigkeit	b2	high
Lichtquelle	b1	high
Lichtung	b1	high
Liebende	b1	low
Liebesgeschichte	a2	high
Liebeskummer	b1	high
Liebesleben	b1	high
Liebespaar	b1	high
Liebhaber	b1	low
Liebling	a2	high
Lieblings-CD	a1	high
Lieblings-T-Shirt	a1	high
Liebste	b1	low
Liedermacher	b1	high
Lieferant	b1	high
Lieferservice	a2	high
Lieferwagen	a2	high
Liege	a2	low
Liegenschaft	b2	high
Liegenschaften	b2	high
Lifestyle	b1	high
Liga	a2	high
Like	b1	high
Lilie	a2	high
Limes	c2	high
Limit	a2	high
Limo	a2	high
Limousine	b1	high
Linde	b1	low
Linderung	b2	high
Linguistik	b2	low
Linke	a2	low
Linkshänder	a2	high
Linse	b1	high
Lippenstift	a2	high
Liquid	c2	high
Literaturgeschichte	b2	high
Literaturwissenschaft	c1	low
Liturgie	c1	high
Live-Kommunikation	c1	low
Live-Musik	a2	high
Live-Reportage	b1	medium
Live-Schalte	b2	low
Live-Sendung	b1	low
Liveticker	b1	high
Lizenz	b1	high
Lkw-Fahrer	a2	high
Lkw-Fahrerin	a2	high
Lkw-Reifen	a2	low
Lkw-Schlange	b1	low
Lobbyismus	b2	high
Locke	a2	high
Lockerung	b2	high
Lodge	a2	medium
Loft	b1	low
Log-Stufe	c1	low
Log-in	a2	high
Logbuch	b1	high
Loge	b2	medium
Logik	b1	medium
Logistik	b2	high
Logo	a2	high
Lohn-Preis-Spirale	c1	low
Lohnsteuer	b2	high
Lokalisierung	b2	high
Lokführer	b1	medium
Lokomotive	b1	high
Long-COVID-Syndrom	c1	low
Long-Covid	b1	low
Long-Covid-Symptom	b2	high
Lore	c1	low
Los	b1	low
Losung	b2	high
Lot	c1	medium
Lotterie	b1	high
Lotto	a2	high
Lounge	b1	high
Lover	b1	high
Low-Budget-Thriller	b1	high
Loyalität	b1	low
Luchs	a2	low
Luder	c2	medium
Luftdruck	b1	medium
Luftfahrt	b2	high
Luftfeuchtigkeit	b2	medium
Luftraum	b1	high
Luftverkehr	b1	high
Luke	b1	low
Lump	b2	low
Lumpen	a2	low
Lunge	b1	low
Lungenentzündung	b1	high
Lungenkrebs	b1	high
Lupe	a2	high
Luxus-Kreuzfahrt	b1	low
Lyrics	b1	low
Lyrik	b2	high
Lyriker	b2	high
Lähmung	b1	low
Ländereien	b2	low
Länderspiel	b1	low
Läuten	b1	low
Lösegeld	b1	high
Lösungsmittel	b2	low
Löwe	a1	high
Löwenzahn	b1	low
Lüftung	b1	high
Lügen	b1	high
Lügenpresse	c1	low
Lügner	b1	low
MP3-Player	a2	high
MP3-Spieler	a2	high
Maastricht-Kriterium	c1	low
Mache	b2	low
Mache-Einheit	c2	high
Machenschaften	b2	high
Macher	b1	low
Machete	b1	low
Macho	b1	high
Macht	b1	high
Machtergreifung	b2	medium
Machthaber	b1	high
Machtkampf	b2	high
Machtverhältnisse	b2	high
Machtübernahme	b2	high
Macke	b1	high
Made	b1	low
Madonna	c1	low
Mafia	b1	high
Magd	b2	low
Magen-Darm-Entzündung	b2	high
Magen-Darm-Kanal	c1	low
Magie	b1	low
Magier	b1	low
Magistrat	c1	high
Magnet	a2	high
Magnetfeld	b2	high
Magnum	c1	low
Magnum-Revolver	c2	high
Mahnmal	b2	high
Mahnwache	b2	low
Mailadresse	a1	high
Mainboard	b1	medium
Mainstream	b1	high
Majestät	b2	low
Make-up	a2	high
Make-up-Artikel	a2	low
Makel	b2	high
Makler	b1	medium
Makro	b2	high
Malaria	b1	low
Malaria-Impfung	b1	high
Malerei	b1	high
Malerin	a2	high
Malware	b2	high
Malz	b1	high
Mama	a1	high
Mami	a1	high
Mammut	b1	high
Man-in-the-Middle-Angriff	c2	high
Management-Buy-out	c1	high
Manager	a2	high
Managerin	a2	high
Mandant	c1	low
Mandel	a2	high
Mandeln	b1	high
Manga	a2	high
Mangelware	b1	low
Mango	a2	high
Mangold	b1	high
Manier	b2	medium
Manifest	b2	high
Manko	b1	high
Manor	c1	high
Mantra	b1	high
Manual	b2	low
Manuskript	b1	medium
Manöver	b1	high
Mappe	a2	high
Mara	c2	high
Marder	b1	low
Mare	c2	low
Margarine	a2	high
Marge	b2	high
Marihuana-Ernte	b2	low
Marina	b1	low
Marionette	b1	high
Mark	b1	low
Marke	a2	high
Markenzeichen	b1	low
Marker	b1	high
Markierung	b1	high
Marktanteil	b2	high
Marktführer	b1	high
Marktgemeinde	c1	low
Markthalle	a2	high
Marktplatz	a2	high
Marktwert	b2	high
Marktwirtschaft	b2	high
Marmor	b1	low
Marsch	b1	low
Martyrium	b2	low
Marzipan	a2	high
Masche	b1	low
Maschinenfabrik	b1	low
Maschinengewehr	b1	high
Masern	b1	medium
Maskottchen	b1	high
Massage	a2	high
Massaker	b1	high
Masse	b1	high
Masseneinwanderung	b2	high
Massenmedien	b1	high
Massenmord	b2	low
Massenmörder	b2	low
Massentierhaltung	b2	high
Massiv	b2	low
Mast	b1	high
Masterarbeit	b1	high
Masterplan	b1	high
Match	a2	high
Mate	b2	medium
Materialismus	b2	high
Materie	b2	medium
Mathe	a1	high
Mathematik-Olympiade	b1	high
Mathematiker	a2	high
Matratze	a2	high
Matrix	b2	medium
Matsch	a2	high
Matt	b2	low
Matte	a2	high
Mau-Mau	b1	low
Mauerfall	a2	high
Mauerwerk	b2	medium
Maul	b1	low
Maulwurf	a2	high
Maus	a1	high
Maut	b1	high
Maxi	b1	low
Maximum	b1	high
Maya-Herrscher	b2	low
Maya-Kalender	c1	low
Maya-Ruine	a2	medium
Maya-Schrift	b1	low
Maya-Stadt	b1	high
Mayo	a2	high
Mayonnaise	a1	high
Maß	b2	low
Maßgabe	c1	medium
Maßnahme	b1	high
Maßstab	b2	low
Mechanismus	b2	high
Medaille	a2	high
Medaillon	b1	medium
Median	c1	low
Mediathek	b1	high
Mediation	b2	low
Mediengruppe	b2	high
Medienlandschaft	b2	high
Medikation	b2	high
Meditation	a2	high
Mediziner	b1	high
Medizinstudium	b1	high
Medizintechnik	b2	high
Meeresboden	b1	high
Meerjungfrau	a2	high
Meerschweinchen	a2	high
Meerwasser	a2	high
Meeting	b1	high
Mehraufwand	b2	low
Mehrkosten	b1	low
Mehrwert	b2	low
Mehrzahl	b1	low
Meile	b1	low
Meilenstein	b1	high
Meinungsbildung	b2	low
Meinungsäußerung	b2	low
Meisterin	a2	high
Meisterstück	b1	high
Meistertitel	b1	high
Melodie	a2	high
Melone	a2	low
Membran	c1	high
Meme	a2	high
Memo	b1	low
Memoiren	b1	low
Memory	a2	high
Mensch-Maschine-Schnittstelle	c1	low
Menschenbild	c1	low
Menschenhandel	b1	high
Menschenleben	b1	high
Menschenmenge	a2	high
Menschenrecht	b1	high
Menschenverstand	b1	high
Menschenwürde	b2	high
Menschliche	c1	low
Menschliches	c1	high
Menschlichkeit	b2	high
Menstruation	b1	low
Mentalität	b2	high
Mentor	b1	high
Merkmal	b1	high
Messegelände	b1	medium
Messenger	a2	high
Messgerät	b1	high
Messing	b1	high
Messlatte	b2	low
Messner	c1	high
Messtechnik	c2	low
Messung	b1	high
Met	c1	low
Meta-Suchmaschine	b1	low
Metadaten	b2	high
Metal	b1	low
Meteorologie	c1	high
Meter	a1	high
Meth	b2	medium
Meth-Dealer	b2	low
Meth-Küche	b2	low
Meth-Labor	b2	low
Methan	b1	medium
